CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H4PA10120,"LYNCH, BLAKE",C,1,DEMOCRAT,86488.55,0.0,82870.4,0.0,0.0,3618.15,0.0,0.0,0.0,0.0,0.0,23566.33,80756.57,PA,10,5500.0,0.0,04/03/2024,100.0,0.0
H2PA04135,"PERRY, SCOTT",I,2,REPUBLICAN,4528660.87,368590.04,4619860.38,1000.0,173118.49,81918.98,0.0,0.0,0.0,0.0,0.0,17533.04,3601588.21,PA,10,548400.0,5000.0,12/31/2024,51813.04,5500.0
H4PA11078,"BAKER, DAVID",C,1,DEMOCRAT,7704.35,0.0,7704.35,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,6908.25,PA,11,96.1,0.0,09/30/2024,0.0,0.0
H4PA11094,"ATKINSON, JAMES FREDRICK",C,1,DEMOCRAT,20553.49,0.0,19479.21,0.0,0.0,1074.28,0.0,3927.25,0.0,3927.25,0.0,0.0,13438.06,PA,11,188.18,3000.0,12/31/2024,0.0,0.0
H6PA16320,"SMUCKER, LLOYD K.",I,2,REPUBLICAN,1827917.74,355384.9,1803649.46,0.0,879823.65,904091.93,0.0,0.0,0.0,0.0,0.0,0.0,314514.69,PA,11,1052021.8,238.13,12/31/2024,3800.0,1000.0
H2PA18200,"LEE, SUMMER",I,1,DEMOCRAT,2959031.02,127659.75,1971818.87,0.0,24366.96,1011579.11,0.0,0.0,0.0,0.0,0.0,0.0,2498511.25,PA,12,330384.99,0.0,12/31/2024,32413.8,1000.0
H2PA18259,"PATEL, BHAVINI",C,1,DEMOCRAT,701477.21,0.0,680975.11,0.0,20579.23,41081.33,0.0,0.0,0.0,0.0,0.0,1736.64,649221.71,PA,12,51250.0,0.0,12/31/2024,14830.0,1000.0
H4PA12076,"MACDONALD, LAURIE",C,1,DEMOCRAT,126170.0,0.0,116041.47,0.0,0.0,0.0,105000.0,8000.0,0.0,0.0,0.0,169862.0,13170.0,PA,12,0.0,0.0,12/31/2024,0.0,0.0
H4PA12068,"HAYES, JAMES DR.",C,2,REPUBLICAN,136244.75,0.0,135559.24,0.0,0.0,685.51,0.0,0.0,0.0,0.0,0.0,10132.98,124694.75,PA,12,6550.0,5000.0,12/31/2024,0.0,0.0
H4PA13298,"FARNHAM, ELIZABETH RHOADS",C,1,DEMOCRAT,65574.82,0.0,64813.59,0.0,0.0,761.23,485.81,0.0,0.0,0.0,0.0,0.0,58184.56,PA,13,3958.48,2720.0,12/31/2024,0.0,0.0
H8PA13125,"JOYCE, JOHN",I,2,REPUBLICAN,2258417.8,588586.57,1470449.02,0.0,1812169.31,2600138.09,0.0,0.0,0.0,604282.0,0.0,302141.0,273900.17,PA,13,1353624.45,0.0,12/31/2024,1730.0,1000.0
H4PA14080,"BACH, KENNETH JAMES MR.",C,1,DEMOCRAT,18780.16,0.0,10760.24,0.0,0.0,223.76,0.0,0.0,0.0,0.0,0.0,0.0,10984.04,PA,14,0.0,0.0,04/30/2024,0.0,0.0
H4PA14106,"DZIADOS, CHRISTOPHER RYAN",C,1,DEMOCRAT,283275.01,0.0,283275.01,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,259515.01,PA,14,10250.0,3500.0,12/31/2024,1810.0,0.0
H8PA18199,"RESCHENTHALER, GUY MR.",I,2,REPUBLICAN,4357253.46,278905.77,4312667.98,0.0,504494.68,549080.16,0.0,0.0,0.0,0.0,0.0,0.0,2608838.88,PA,14,1439200.0,0.0,12/31/2024,2776.0,7800.0
H4PA15152,"WOMER, ZACHERAY MR.",C,1,DEMOCRAT,140130.36,0.0,132881.98,0.0,1317.0,8565.38,0.0,0.0,0.0,0.0,0.0,0.0,136080.36,PA,15,2500.0,1550.0,12/31/2024,130.0,0.0
H4PA15178,"MARTIN, GRANT",C,2,REPUBLICAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,15,0.0,0.0,12/31/2024,0.0,0.0
H8PA05071,"THOMPSON, GLENN MR.",I,2,REPUBLICAN,2857767.11,91968.2,2419749.26,0.0,353776.05,791793.9,0.0,0.0,0.0,0.0,0.0,0.0,1265805.78,PA,15,1496560.96,0.0,12/31/2024,30932.15,3700.0
H4PA16093,"NOURI, PRESTON",C,1,DEMOCRAT,784759.4,0.0,771634.33,0.0,0.0,13125.07,30587.52,65780.0,0.0,11600.0,0.0,71847.69,656391.88,PA,16,29500.0,2500.0,12/31/2024,9484.45,1000.0
H0PA03271,"KELLY, GEORGE J JR",I,2,REPUBLICAN,1670916.24,0.0,1527434.38,0.0,899205.92,1042687.78,0.0,0.0,0.0,0.0,0.0,95000.0,544088.32,PA,16,1125950.0,0.0,12/31/2024,38081.68,8700.0
H4PA16101,"KRAMER, TIMOTHY D",C,2,REPUBLICAN,14250.14,0.0,14162.49,0.0,0.0,87.65,12551.67,0.0,0.0,0.0,0.0,0.0,1598.47,PA,16,0.0,0.0,12/31/2024,0.0,0.0
H2PA17103,"DELUZIO, CHRISTOPHER",I,1,DEMOCRAT,5064885.7,607403.32,4733341.86,0.0,22127.83,353671.67,0.0,0.0,0.0,0.0,0.0,0.0,3366021.96,PA,17,1070492.26,10047.32,12/31/2024,27649.69,9000.01
H4PA17158,"NELSON, JAMES D. DR.",C,2,REPUBLICAN,46085.97,0.0,46085.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38465.29,PA,17,7300.0,0.0,04/03/2024,0.0,0.0
H4PA17166,"MERCURI, ROBERT W",C,2,REPUBLICAN,1802095.1,418581.69,1773204.89,0.0,0.0,28890.21,0.0,0.0,0.0,0.0,0.0,0.0,874988.8,PA,17,486973.0,5000.0,12/31/2024,2500.0,3000.0
H4PA17182,"CUTERI, CLAYTON ALEXANDER",C,3,OTHER,6205.88,0.0,6205.88,0.0,0.0,0.0,723.88,0.0,0.0,0.0,0.0,0.0,5482.0,PA,17,0.0,0.0,12/31/2024,0.0,0.0
H4PR01010,"HERNANDEZ RIVERA, PABLO JOSE",C,1,DEMOCRAT,1540339.6,0.0,1528373.37,0.0,0.0,11966.23,1000.0,0.0,0.0,0.0,0.0,1140.8,1474785.54,PR,00,59202.99,0.0,12/31/2024,7308.06,0.0
H4PR01069,"RIVERA-LASSEN, ANA IRMA",C,1,DEMOCRAT,135768.6,0.0,120712.35,0.0,0.0,41696.41,0.0,0.0,0.0,0.0,0.0,0.0,133768.6,PR,00,1000.0,0.0,12/31/2024,0.0,0.0
H4PR01036,"MELENDEZ, JOSE E",C,2,REPUBLICAN,33430.0,0.0,25676.67,0.0,0.0,7753.33,0.0,0.0,0.0,0.0,0.0,0.0,33430.0,PR,00,0.0,0.0,12/31/2024,6600.0,0.0
H4PR00103,"VILLAFANE RAMOS, WILLIAM ELY",C,3,OTHER,828164.04,0.0,819992.56,0.0,0.0,8171.48,0.0,0.0,0.0,0.0,0.0,18452.84,818164.04,PR,00,10000.0,0.0,12/31/2024,0.0,0.0
H4PR01051,"ROMAN, ELMER LUIS",C,3,OTHER,88050.0,0.0,80274.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74450.0,PR,00,13600.0,0.0,10/24/2024,0.0,0.0
H6PR00082,"GONZALEZ COLON, JENNIFFER",I,3,OTHER,1176247.89,16900.0,1542985.54,901490.24,373669.42,6931.77,0.0,0.0,0.0,0.0,0.0,0.0,1129347.89,PR,00,30000.0,0.0,12/31/2024,112986.0,0.0
H0RI01073,"CICILLINE, DAVID",I,1,DEMOCRAT,12272.79,2789.4,369609.22,0.0,850338.32,493001.89,0.0,0.0,0.0,0.0,0.0,0.0,8116.58,RI,01,0.0,0.0,12/31/2024,13190.0,19100.0
H2RI02069,"DICKINSON, SPENCER E",C,1,DEMOCRAT,79900.0,0.0,61322.79,0.0,0.0,0.0,0.0,90400.0,0.0,27071.71,0.0,0.0,500.0,RI,01,0.0,0.0,12/31/2024,0.0,0.0
H4RI01166,"CANO, SANDRA C",O,1,DEMOCRAT,367321.62,0.0,367311.62,0.0,0.0,10.0,0.0,80000.0,0.0,7509.58,0.0,72490.42,260919.62,RI,01,17902.0,8500.0,12/31/2024,7100.0,0.0
H4RI01174,"MATOS, SABINA",O,1,DEMOCRAT,683027.53,0.0,681500.25,0.0,0.0,1527.28,0.0,25000.0,0.0,2000.0,0.0,86660.0,529296.72,RI,01,126791.56,0.0,12/31/2024,11250.0,5000.0
H4RI01182,"BIAH, NATHAN",O,1,DEMOCRAT,1030.0,0.0,952.53,0.0,0.0,77.47,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,RI,01,0.0,0.0,09/30/2023,0.0,0.0
H4RI01190,"AUTIELLO, NICHOLAS",O,1,DEMOCRAT,231184.35,0.0,231184.35,0.0,0.0,0.0,7210.0,12910.0,0.0,12910.0,0.0,0.0,210624.67,RI,01,0.0,0.0,06/30/2024,34.0,0.0
H4RI01208,"GONCALVES, JOHN",O,1,DEMOCRAT,206448.57,0.0,206448.57,0.0,0.0,0.0,1902.72,0.0,0.0,0.0,0.0,0.0,201329.85,RI,01,500.0,0.0,09/29/2023,2370.0,500.0
H4RI01216,"REGUNBERG, AARON",O,1,DEMOCRAT,796444.03,0.0,783085.17,0.0,0.0,13358.86,128.0,41000.0,0.0,0.0,0.0,58216.5,675469.17,RI,01,58431.4,0.0,12/31/2024,53508.0,500.0
H4RI01224,"QUEZADA, ANA B MRS.",O,1,DEMOCRAT,92852.69,0.0,92654.9,0.0,0.0,197.79,0.0,0.0,0.0,0.0,0.0,0.0,92852.69,RI,01,0.0,0.0,12/01/2023,0.0,0.0
H4RI01232,"CASEY, STEPHEN M",O,1,DEMOCRAT,105835.06,0.0,79854.11,0.0,0.0,25980.95,0.0,0.0,0.0,0.0,0.0,0.0,105820.0,RI,01,0.0,0.0,12/31/2024,0.0,0.0
H4RI01257,"CARLSON, DON",C,1,DEMOCRAT,1039276.76,0.0,1039276.76,0.0,0.0,0.0,2890.0,600000.0,0.0,163825.51,0.0,0.0,366446.83,RI,01,3000.0,0.0,11/14/2023,59430.0,0.0
H4RI01265,"AMO, GABRIEL F",C,1,DEMOCRAT,2575711.85,21.02,1641064.36,0.0,0.0,934647.49,0.0,0.0,0.0,0.0,0.0,0.0,1895824.57,RI,01,675562.51,0.0,12/31/2024,6880.0,0.0
H4RI01273,"BERBRICK, WALTER",O,1,DEMOCRAT,204054.79,0.0,204054.79,0.0,0.0,0.0,7627.22,0.0,0.0,0.0,0.0,0.0,186529.01,RI,01,6000.0,0.0,10/13/2023,31150.0,0.0
H4RI01281,"ABNEY, MARVIN L.",O,1,DEMOCRAT,206041.67,0.0,189817.35,0.0,0.0,1452.44,0.0,50541.67,50000.0,0.0,50000.0,100042.99,52400.0,RI,01,3100.0,0.0,12/31/2024,0.0,550.0
H4RI01299,"BEAUTE, STEPHANIE E",O,1,DEMOCRAT,26157.42,0.0,26157.42,0.0,0.0,0.0,4550.42,0.0,0.0,0.0,0.0,0.0,21556.0,RI,01,0.0,0.0,12/31/2023,1310.0,0.0
H4RI01349,"MUNDY, GREGORY LYMAN MR.",O,1,DEMOCRAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RI,01,0.0,0.0,09/30/2023,0.0,0.0
H2RI01202,"WATERS, ALLEN",C,2,REPUBLICAN,21583.0,0.0,19991.31,0.0,0.0,1888.97,354.15,0.0,0.0,0.0,0.0,0.99,20911.0,RI,01,0.0,0.0,12/31/2024,0.0,0.0
H4RI01141,"WATERS, ALLEN",C,2,REPUBLICAN,21583.0,0.0,19991.31,0.0,0.0,1888.97,354.15,0.0,0.0,0.0,0.0,0.0,20911.0,RI,01,0.0,0.0,12/31/2024,0.0,0.0
H4RI01315,"EKPETE, ULOMA S. KAMA DR.",O,2,REPUBLICAN,15708.7,0.0,6407.04,0.0,0.0,9301.66,7325.0,0.0,1058.7,0.0,0.0,1058.7,7325.0,RI,01,0.0,0.0,06/30/2023,0.0,0.0
H4RI01323,"LEONARD, GERRY W JR",O,2,REPUBLICAN,303296.29,0.0,303296.29,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0,192994.84,RI,01,7000.0,3301.45,12/04/2024,500.0,0.0
H2RI02184,"MAGAZINER, SETH",I,1,DEMOCRAT,2040391.32,28538.28,1204049.12,0.0,40623.03,876965.23,0.0,0.0,0.0,0.0,0.0,0.0,1169643.62,RI,02,748354.21,0.0,12/31/2024,7473.93,1500.0
H4RI02115,"CORVI, STEVEN J",C,2,REPUBLICAN,5619.55,0.0,3226.73,0.0,1046.64,3447.78,0.0,0.0,0.0,0.0,0.0,0.0,3619.55,RI,02,2000.0,0.0,12/31/2024,0.0,0.0
H4SC01297,"MOORE, MICHAEL B",C,1,DEMOCRAT,1094452.8,0.0,1093783.56,0.0,0.0,669.24,3300.0,65500.0,0.0,0.0,0.0,70014.95,991604.43,SC,01,22450.0,0.0,12/31/2024,48912.96,4000.0
H4SC01305,"DEFORD, WILLIAM MCADOO MAC",C,1,DEMOCRAT,472600.36,0.0,472600.36,0.0,0.0,0.0,93402.32,25200.0,0.0,666.86,0.0,0.0,352998.04,SC,01,1000.0,0.0,10/14/2024,11600.26,0.0
H0SC01394,"MACE, NANCY",I,2,REPUBLICAN,3481911.88,1705017.58,3028236.46,0.0,210960.82,664636.24,0.0,0.0,0.0,0.0,0.0,100.0,1181000.83,SC,01,593500.0,0.0,12/31/2024,14760.0,5200.0
H4SC01321,"HANLON, DANIEL",C,2,REPUBLICAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,01,0.0,0.0,03/29/2024,0.0,0.0
H4SC01339,"TEMPLETON, CATHERINE",C,2,REPUBLICAN,743956.94,0.0,743956.94,0.0,0.0,0.0,27100.0,0.0,0.0,0.0,0.0,0.0,697828.12,SC,01,19000.0,0.0,09/30/2024,61816.99,5000.0
H4SC01347,"YOUNG, BILL",C,2,REPUBLICAN,21881.0,0.0,20371.37,0.0,0.0,1509.63,1.0,0.0,0.0,0.0,0.0,0.0,21880.0,SC,01,0.0,0.0,06/30/2024,0.0,0.0
H4SC02089,"ROBINSON, ROGER DAVID JR",C,1,DEMOCRAT,13806.7,0.0,11179.98,0.0,0.0,2591.72,0.0,0.0,0.0,0.0,0.0,0.0,13806.7,SC,02,0.0,0.0,12/31/2024,370.98,0.0
H2SC02059,"WILSON, JOE THE HON.",I,2,REPUBLICAN,880967.81,17400.51,1100949.7,0.0,264495.07,44513.18,0.0,0.0,0.0,0.0,0.0,0.0,466814.45,SC,02,396750.0,0.0,12/31/2024,2000.28,3000.0
H4SC03244,"BEST, BRYON L",O,1,DEMOCRAT,46624.47,0.0,42855.23,0.0,0.0,3769.24,0.0,0.0,0.0,0.0,0.0,0.0,44024.47,SC,03,0.0,2600.0,10/16/2024,0.0,0.0
H0SC03077,"DUNCAN, JEFFREY D MR.",I,2,REPUBLICAN,820074.92,0.0,872032.73,0.0,709677.64,657719.83,0.0,0.0,0.0,0.0,0.0,0.0,357127.9,SC,03,410537.51,0.0,12/31/2024,1700.0,30800.01
H2SC04147,"BURNS, MARK",O,2,REPUBLICAN,789646.16,0.0,788435.32,0.0,1345.75,2556.59,0.0,750000.0,0.0,0.0,0.0,985457.06,39146.16,SC,03,500.0,0.0,12/31/2024,3300.0,0.0
H4SC01313,"BIGGS, SHERI",O,2,REPUBLICAN,1076795.61,0.0,972710.35,0.0,0.0,104085.26,0.0,395000.0,0.0,0.0,0.0,395000.0,403495.6,SC,03,278300.0,0.0,12/31/2024,7077.75,0.0
H4SC03178,"HEALY, PHILIP MARK MR",O,2,REPUBLICAN,24888.01,0.0,24888.01,0.0,0.0,0.0,21946.21,0.0,0.0,0.0,0.0,0.0,2356.8,SC,03,0.0,0.0,06/12/2024,200.0,0.0
H4SC03186,"ORR, PATRICK",O,2,REPUBLICAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,03,0.0,0.0,03/31/2024,0.0,0.0
H4SC03202,"JONES, STEWART",O,2,REPUBLICAN,307145.04,0.0,307145.04,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,0.0,0.0,275605.37,SC,03,10500.0,0.0,11/19/2024,6765.0,0.0
H4SC03210,"FRANCO, FRANKY",O,2,REPUBLICAN,123670.64,0.0,123656.23,0.0,0.0,14.41,0.0,84912.34,0.0,0.0,0.0,84912.34,38758.3,SC,03,0.0,0.0,12/31/2024,0.0,0.0
H4SC03236,"BISHOP, KEVIN",O,2,REPUBLICAN,210049.07,0.0,209549.07,0.0,0.0,500.0,0.0,50000.0,0.0,22344.78,0.0,27655.22,150049.07,SC,03,10000.0,0.0,12/31/2024,10170.7,0.0
H4SC03152,"BEDENBAUGH, MICHAEL",O,3,OTHER,7002.98,0.0,541.66,0.0,541.66,0.0,0.0,0.0,0.0,541.66,0.0,0.0,7002.98,SC,03,0.0,0.0,12/02/2024,0.0,0.0
H4SC04101,"HARVEY, KATHRYN",C,1,DEMOCRAT,520486.15,0.0,513955.15,0.0,0.0,6531.0,3545.64,0.0,0.0,0.0,0.0,0.0,508352.22,SC,04,5000.0,0.0,12/31/2024,10473.14,0.0
H4SC04093,"MORGAN, ADAM",C,2,REPUBLICAN,645975.15,0.0,643022.11,0.0,0.0,2953.04,500.0,275000.0,0.0,0.0,0.0,276092.55,355348.84,SC,04,9000.0,0.0,09/30/2024,13541.23,0.0
H8SC04250,"TIMMONS, WILLIAM R IV",I,2,REPUBLICAN,2312884.39,41058.59,2304783.22,0.0,12013.85,20115.02,0.0,930000.0,0.0,981300.0,0.0,309538.32,344475.8,SC,04,997350.0,0.0,12/31/2024,1950.0,0.0
H2SC05102,"HUNDLEY, EVANGELINE",C,1,DEMOCRAT,29577.33,0.0,29056.38,0.0,0.0,520.95,0.0,6385.0,0.0,0.0,0.0,2000.0,22192.33,SC,05,0.0,1000.0,12/31/2024,0.0,0.0
H8SC05158,"NORMAN, RALPH W. JR.",I,2,REPUBLICAN,397514.59,0.0,334453.7,0.0,531549.79,594610.68,0.0,0.0,0.0,0.0,0.0,0.0,164177.58,SC,05,230700.0,0.0,12/31/2024,250.0,0.0
H2SC02042,"CLYBURN, JAMES E.",I,1,DEMOCRAT,2222667.81,0.0,2678076.19,0.0,2294535.61,1839127.23,0.0,0.0,0.0,0.0,0.0,0.0,736486.77,SC,06,1467902.51,0.0,12/31/2024,606.5,0.0
H2SC06142,"BUCKNER, DUKE",C,2,REPUBLICAN,243079.3,0.0,234244.15,0.0,1114.13,9949.28,1117.0,25000.0,0.0,0.0,0.0,31800.0,207325.86,SC,06,0.0,7248.02,12/31/2024,897.0,0.0
H4SC06148,"SCOTT, JUSTIN NATHANIEL",C,2,REPUBLICAN,10564.29,0.0,10564.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10564.11,SC,06,0.0,0.0,09/30/2024,0.0,0.0
H2SC06134,"DIXON, GREGG",C,3,OTHER,112943.58,0.0,129089.34,0.0,18038.54,1676.83,0.0,0.0,0.0,0.0,0.0,0.0,112537.58,SC,06,406.0,0.0,12/31/2024,402.0,0.0
H6SC07018,"HYMAN, MAL",C,1,DEMOCRAT,89555.08,0.0,89555.08,0.0,0.0,0.0,28205.0,25929.19,0.0,0.0,0.0,25929.19,35420.89,SC,07,0.0,0.0,12/31/2024,0.0,0.0
H2SC07280,"FRY, RUSSELL",I,2,REPUBLICAN,1511709.79,31738.68,1160265.45,0.0,209738.35,561182.69,40.0,0.0,0.0,0.0,0.0,0.0,988164.43,SC,07,490945.0,0.0,12/31/2024,34866.17,3495.0
H4SC07021,"BERRY, RODNEY",C,2,REPUBLICAN,8600.0,0.0,8600.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8500.0,SC,07,0.0,0.0,03/31/2024,0.0,0.0
H4SD00064,"JOHNSON, SHERYL",C,1,DEMOCRAT,223982.88,0.0,225894.98,0.0,0.0,-1912.1,1250.0,0.0,0.0,0.0,0.0,0.0,194881.89,SD,00,11769.71,16031.28,12/31/2024,0.0,0.0
H4SD01039,"KOVACH, ZACH",C,1,DEMOCRAT,5793.94,0.0,5520.98,0.0,-195.72,-1302.76,0.0,3533.94,0.0,0.0,0.0,390.02,2260.0,SD,00,0.0,0.0,12/31/2023,0.0,0.0
H4SD00056,"SANDERS, CHRISTOPHER",C,2,REPUBLICAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SD,00,0.0,0.0,06/30/2024,0.0,0.0
H4SD01047,"MCNEAL, JUSTIN SHAD MR",C,2,REPUBLICAN,104938.26,0.0,64517.95,0.0,0.0,40420.31,2000.0,50000.0,0.0,0.0,0.0,50000.0,49638.26,SD,00,3300.0,0.0,12/31/2024,0.0,3300.0
H4SD01054,"MCNEAL, JUSTIN SHAD MR",C,2,REPUBLICAN,104938.26,0.0,64517.95,0.0,0.0,40420.31,2000.0,50000.0,0.0,0.0,0.0,50000.0,49638.26,SD,00,3300.0,0.0,12/31/2024,0.0,3300.0
H8SD01055,"JOHNSON, DUSTY",I,2,REPUBLICAN,4377059.46,434750.0,1454148.22,40050.0,2322213.76,5245125.0,0.0,0.0,0.0,0.0,0.0,0.0,2374815.53,SD,00,1311730.8,0.0,12/31/2024,0.0,0.0
H0TN01118,"HARSHBARGER, DIANA",I,2,REPUBLICAN,1930833.49,15275.0,1415175.06,130000.0,935110.7,1450769.13,0.0,0.0,0.0,0.0,0.0,1456793.0,889466.21,TN,01,985847.74,0.0,12/31/2024,9997.69,8500.0
H4TN02084,"GEORGE, JANE ANNE",C,1,DEMOCRAT,264281.11,0.0,257435.68,0.0,0.0,6845.43,0.0,0.0,0.0,0.0,0.0,0.0,258725.83,TN,02,3000.0,543.33,12/31/2024,75.0,0.0
H8TN02119,"BURCHETT, TIM",I,2,REPUBLICAN,1238069.79,5100.0,1336137.46,0.0,826257.75,728190.08,0.0,0.0,0.0,0.0,0.0,1451.94,1073274.11,TN,02,138816.8,0.0,12/31/2024,8100.0,0.0
H4TN03199,"ALLEN, JACK BURKS MR JR",C,1,DEMOCRAT,193621.8,0.0,193621.8,0.0,0.0,0.0,22633.08,0.0,0.0,0.0,0.0,0.0,164519.81,TN,03,5188.18,1100.73,12/31/2024,0.0,0.0
H0TN03254,"FLEISCHMANN, CHARLES J",I,2,REPUBLICAN,1897639.52,0.0,654108.91,0.0,2013521.47,3257052.08,0.0,0.0,0.0,0.0,0.0,0.0,1026695.07,TN,03,311250.0,363300.0,12/31/2024,7900.0,0.0
H4TN04270,"BRODERICK, VICTORIA",C,1,DEMOCRAT,111892.94,0.0,104290.2,0.0,89.71,7692.45,302.22,0.0,0.0,0.0,0.0,0.0,110272.54,TN,04,548.18,770.0,12/31/2024,3478.0,0.0
H0TN04195,"DESJARLAIS, SCOTT HON.",I,2,REPUBLICAN,305905.38,0.0,255949.65,0.0,316062.63,366018.36,0.0,0.0,0.0,0.0,0.0,0.0,152104.88,TN,04,153600.0,0.0,12/31/2024,0.0,0.0
H4TN04247,"DAVIS, THOMAS EUGENE",C,2,REPUBLICAN,9737.45,0.0,7897.81,0.0,300.0,2139.64,3185.07,2100.0,0.0,0.0,0.0,2100.0,4452.38,TN,04,0.0,0.0,12/31/2024,0.0,0.0
H4TN04254,"DOCTORA, JOSEPH S DR.",C,2,REPUBLICAN,6350.96,0.0,6350.0,0.0,0.96,1.92,6350.0,0.0,0.0,0.0,0.0,0.0,0.96,TN,04,0.0,0.0,06/30/2024,0.0,0.0
H4TN04288,"JAMES, JOSHUA",C,2,REPUBLICAN,5079.87,0.0,6494.96,0.0,1415.09,0.0,1890.75,0.0,0.0,0.0,0.0,0.0,3150.0,TN,04,0.0,0.0,09/30/2024,0.0,0.0
H4TN05145,"ABOLFAZLI, MARYAM.",C,1,DEMOCRAT,428527.89,0.0,428527.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418611.7,TN,05,9000.0,0.0,12/22/2024,1950.0,0.0
H2TN05446,"OGLES, ANDY",I,2,REPUBLICAN,986220.73,17260.35,1049024.42,2259.24,124724.33,61920.64,0.0,0.0,0.0,0.0,0.0,20000.0,680413.07,TN,05,273729.1,0.0,12/31/2024,13072.67,4500.0
H4TN05111,"NIELSON, GEOFFREY STOKES",C,2,REPUBLICAN,269400.0,0.0,269400.0,0.0,0.0,0.0,0.0,255000.0,0.0,250000.0,0.0,5000.0,14400.0,TN,05,0.0,0.0,12/31/2023,0.0,0.0
H4TN05129,"GUARENTE, THOMAS A",C,2,REPUBLICAN,193608.0,0.0,193608.0,0.0,0.0,0.0,228.0,65000.0,0.0,53941.49,0.0,11058.51,128380.0,TN,05,0.0,0.0,06/30/2024,128480.0,0.0
H4TN05137,"JOHNSTON, COURTNEY",C,2,REPUBLICAN,982428.76,0.0,969441.66,0.0,0.0,12987.1,0.0,0.0,0.0,0.0,0.0,0.0,936808.76,TN,05,10000.0,0.0,12/31/2024,19600.0,5000.0
H4TN05152,"FAPARUSI, YOMI FAPAS DR",C,3,OTHER,32066.38,0.0,32066.38,0.0,0.0,0.0,2166.38,15000.0,0.0,0.0,0.0,15000.0,14900.0,TN,05,0.0,0.0,12/31/2024,0.0,0.0
H4TN05160,"TITLEY, BOB R.",C,3,OTHER,89635.65,0.0,98898.87,0.0,0.0,-9263.22,89535.65,0.0,0.0,0.0,0.0,0.0,100.0,TN,05,0.0,0.0,12/31/2024,0.0,0.0
H4TN06192,"KENNEDY, JOHN PERKINS",O,1,DEMOCRAT,11531.0,0.0,11531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11531.0,TN,06,0.0,0.0,09/30/2024,40.0,0.0
H4TN06200,"FOCHT, CYRIL JASON",O,1,DEMOCRAT,65100.5,0.0,65100.5,0.0,0.0,0.0,1775.1,33682.58,0.0,878.21,0.0,0.0,29642.64,TN,06,0.0,0.0,09/27/2024,25.0,0.0
H4TN06226,"BERGMAN, LORE ANN",O,1,DEMOCRAT,9791.55,0.0,9791.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8845.74,TN,06,250.0,665.0,11/25/2024,0.0,0.0
H8TN06094,"ROSE, JOHN W.",I,2,REPUBLICAN,1861461.35,58910.63,1710030.03,0.0,832323.01,983754.33,0.0,200000.0,0.0,750000.0,0.0,974129.54,1287826.89,TN,06,310723.83,0.0,12/31/2024,2291.0,2500.0
H4TN07133,"BARRY, MEGAN",O,1,DEMOCRAT,1246179.55,0.0,1246179.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207217.05,TN,07,33962.5,5000.0,12/31/2024,3397.15,175.0
H4TN07166,"OGLES, BRANDON THOMAS",O,2,REPUBLICAN,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,TN,07,0.0,0.0,12/31/2024,0.0,0.0
H8TN07076,"GREEN, MARK DR.",I,2,REPUBLICAN,2193882.05,531778.97,2254371.99,0.0,127347.31,66857.37,0.0,0.0,0.0,0.0,0.0,0.0,1354529.89,TN,07,284500.0,3000.0,12/31/2024,29900.0,2000.0
